"sentimen","score","text"
"Positif",0," top jaga performa mesin bbm pertamax keunggulannya loh dibanding pertalite kuy simak"
"Positif",0," jaga performa mesin bbm pertamax keunggulannya dibanding pertalite disimak guyss"
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Positif",5," cebong goblokharga bbm tepuk tangan harga minyak goreng tepuk tangan tarip tol tepuk tangan gaji pegawai pertamina tepuk tanganorang ngaji molioboro jogya kejang"
"Positif",0," disaat harga bbm meroket disaat pertamina merugi gaji dirut justeru "
"Negatif",-4," wkt jokowi naikin harga pertamax oposisi langsung ngegas jokowi sengsarakan rakyat harga bbm dinaikkan oposisi sengaja ga nyebutin yg pertamax ga nyebutin pertamax hrs ngikut harga global ga nyebutin jokowi sblmnya dah turunin harga pertamax x koar"
"Positif",2," zaman yudhoyono harga bbm drastis diumumin menteri aja rakyat protes yudhoyono tampil umumin harga bbm turun dikit dianggap pahlawan pdhal sedari harga yg diumumin yudhoyono yg dipatok sbg harga ideal bbm"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Negatif",-1,"harga bbm harga sembako susahnya lapangan kerja hutang negara mencapai t"
"Negatif",-5,"jaman susah harga minyak goreng bbm solar pertalite harganya melambung sembako dipasaran pekerjaan susah didapatkan pengguran ekonomi warga tertekan harga dibarengi pertumbuhan bikin susah rakyat priode susah "
"Negatif",-1," mantap pimpinannya ya sisi harga bbm kesejahteraan pegawainya yg lo demen bang "
"Positif",0," kangen gambar harga bbm "
"Negatif",-1,"disuatu negeri akibat salah kelola kkn tumbuh subur bbm amp harga kbthn pokok ekonomi nyungsep mega proyek mangkrak rakyat trpecah belah marak penistaan agama hutang menggunung hukum tebang pilih phk meningkat tka merajalelawelcome to meubel legend "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Negatif",-3," utang meningkat angka kemiskinan drastis harga sembako harga bbm lpg korupsi bnyak kriminalisasi rakyat oknum bnyak bukanya peningkatankemajuan"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Negatif",-1," berkacalah hidup rakyat lg susah bbm naikgas sebentar lg naikminyak goreng mahalsebentar lg harga harga pd imbas kenaikan bbm disuruh iuran utk ikn yg sengsara rakyat yg menikmati pejabat istana ora sudi lawan"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," ndak tau krn bbm akibat harga impor sdh kl dinaikan utk donasi ikn macet ekonomi"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2," zaman yudhoyono harga bbm drastis diumumin menteri aja rakyat protes yudhoyono tampil umumin harga bbm turun dikit dianggap pahlawan pdhal sedari harga yg diumumin yudhoyono yg dipatok sbg harga ideal bbm"
"Negatif",-4," wkt jokowi naikin harga pertamax oposisi langsung ngegas jokowi sengsarakan rakyat harga bbm dinaikkan oposisi sengaja ga nyebutin yg pertamax ga nyebutin pertamax hrs ngikut harga global ga nyebutin jokowi sblmnya dah turunin harga pertamax x koar"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," dpr main setuju audit pertamina peningkatan effisiensi sibuk sponsor kirikanan kenaikan diikat dgn target effisiensi ahok ngomong gede doang kopas dpr setuju pertamina sesuaikan harga bbm nonsubsidi "
"Positif",0," dpr main setuju audit pertamina peningkatan effisiensi sibuk sponsor kirikanan kenaikan diikat dgn target effisiensi ahok ngomong gede doang kopas dpr setuju pertamina sesuaikan harga bbm nonsubsidi "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",0," pengemudi ojek online mengeluhkan harga bbm menyebut pertalite sulit pertamax harganya otomatis memangkas pendapatan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"disuatu negeri akibat salah kelola kkn tumbuh subur bbm amp harga kbthn pokok ekonomi nyungsep mega proyek mangkrak rakyat trpecah belah marak penistaan agama hutang menggunung hukum tebang pilih phk meningkat tka merajalelawelcome to meubel legend "
"Positif",0," dpr main setuju audit pertamina peningkatan effisiensi sibuk sponsor kirikanan kenaikan diikat dgn target effisiensi ahok ngomong gede doang kopas dpr setuju pertamina sesuaikan harga bbm nonsubsidi "
"Positif",1,"menteri bumn sinyal harga bbm pertamax harga pertamax dibanderol rp literharga pertamax seiring harga minyak dunia mengalami kenaikan"
"Positif",1,"kemarin pas harga minyak goreng partai bikin demo masak menggoreng pas harga bbm bikin demo mobil bensin ketuanya nyetir kadernya rame ngedorong"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," pengemudi ojek online mengeluhkan harga bbm menyebut pertalite sulit pertamax harganya otomatis memangkas pendapatan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Positif",4," migor harga meroket ppn bbm kalah sembako sdh terdampak bisnis antigen amp pcr menguat ramadlan amp mudik motogp bebasjika pendukung kmrn bahagia berhak piala oscar sbg pendukung terbaik"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Positif",0," wakentum partai gelora fahri hamzaherick thohir debat capres menaikan harga bbm mencabut subsidi rakyatjangan pilih pemimpin yg mencabut subsidi rakyat memimpin bangsa membiayai pembangunan"
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1," senang nggak ya pemerintah video tsbklo pegawai pertamina bergembira tertawa bahagia penuh senyum dgn kenaikan harga bbm krn gajipun april pulagitu ngeluh merugi koplak dul dul"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," dpr main setuju audit pertamina peningkatan effisiensi sibuk sponsor kirikanan kenaikan diikat dgn target effisiensi ahok ngomong gede doang kopas dpr setuju pertamina sesuaikan harga bbm nonsubsidi "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",0," wakentum partai gelora fahri hamzaherick thohir debat capres menaikan harga bbm mencabut subsidi rakyatjangan pilih pemimpin yg mencabut subsidi rakyat memimpin bangsa membiayai pembangunan"
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-4," pertamax utk menurunkan daya saing pertamina dlm menjual bbm dlm negeri dng harga menyamai bbm yg dijual spbu asing indonesia konsumen pindah spbu asinglalu spbu pertamina kode pindah rekanan spbu asing pertamina bangkrut"
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"harga bbm perbandingan layanan spbu shell pertamina "
"Positif",0,"ahok harga bbm naikprestasi biasaperlu diapresiasi "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",0,"harga bbm siasat sap express sapx "
"Positif",0,"harga bbm nonsubsidi amp solar langka lorena transport lrna ubah skema "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",1,"menteri bumn sinyal harga bbm pertamax harga pertamax dibanderol rp literharga pertamax seiring harga minyak dunia mengalami kenaikan"
"Positif",0,"harga bbm shell susul pertamax rinciannya "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-1,"disuatu negeri akibat salah kelola kkn tumbuh subur bbm amp harga kbthn pokok ekonomi nyungsep mega proyek mangkrak rakyat trpecah belah marak penistaan agama hutang menggunung hukum tebang pilih phk meningkat tka merajalelawelcome to meubel legend "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",0,"harga bbm naikharga minyak goreng naikharga pulsa naikharga brontak "
"Negatif",-1," cpo seliter dah k bangbocos modal beloman bbm menghadapi gini harga bahan gak stabil"
"Negatif",-1,"disuatu negeri akibat salah kelola kkn tumbuh subur bbm amp harga kbthn pokok ekonomi nyungsep mega proyek mangkrak rakyat trpecah belah marak penistaan agama hutang menggunung hukum tebang pilih phk meningkat tka merajalelawelcome to meubel legend "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll periodeapa "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll periodeapa "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll periodeapa "
"Positif",0," waw seiring harga bbm "
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Positif",1," bbm jenispertamax tarif harga pulsa daninternetjuga mengalami kenaikan jumat april "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll periodeapa "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",3," menghitung harga minyak dunia bbm meributkan harga turun bbm jenis subsidi non subsidi direksi komisaris pertamina pemerintah terkait penentuan harga bbm indonesia"
"Negatif",-1,"knp bbm karna crude oil menyentuh rekor termahal tp knp menyentuh harga terendah bbm turun karna persediaan yg beli harga distribusi terhambat pandemi fifo tetep beli hordeng tetep gaji "
"Positif",0," harga bbm ron malaysia rm x rp liter catatan bbm pertamax harganya kemarin ron harga lpg kg malaysia rm x rp "
"Positif",0," ss ajah cuitan si buzzer sbb klo udah brganti kekuasaan tkutnya pas harga bbm tinggal ksih liatkan ajah twit yg "
"Positif",1," pertalite bbm subsidi lenyapkan sprti premium alias bbm subsidi hargadulu santai disodorin rejim pertalit rbuankalo affirmatif kebijakan rejim ya kurleb bln beli bensin rbu seliter mio n beat mu"
"Positif",1,"alhamdulillah hargaharga barang harga bbm gaji pegawai pertamina terkerek "
"Negatif",-1," rakyat susah dgn hargaharga kebutuhan minyak goreng naikn bbm ap loe mikir ikn gak ad manfaat rakyat proyek ambisi segelintir org"
"Negatif",-1," rakyat susah dgn hargaharga kebutuhan minyak goreng naikn bbm ap loe mikir ikn gak ad manfaat rakyat proyek ambisi segelintir org"
"Positif",1," hubungan goblok ya harga minyak dunia jg bbm subsidi"
"Negatif",-1," harga bbm gas lpg minyak goreng pajak naikgaji komisaris pejabat naikrakyat tercekikrezim "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," kalo harga bbm konsep nya kaya gimana bang"
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"berita danhingga pdip tapipdip ancam turunkan ribu orang kepung istana harga bbm "
"Positif",0,"harga bbm netizen ungkit nyanyian megawati "
"Negatif",-1,"nilai pmi manufaktur indonesia menurun januari februari angka maret angka kepercayaan bisnis sektor manufaktur indonesia turun coba bbm ppn harga sembako "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1,"harga minyak dunia melambung mengakibatkan hargaharga bbm pertamax murah pemerintah membantu middle class subsidi rp liternya "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," harga bbm ron malaysia rm x rp liter catatan bbm pertamax harganya kemarin ron harga lpg kg malaysia rm x rp "
"Negatif",-2,"kagum banget orangorang nrimo hargaharga diam barangbarang dibikin langka diam bbm dinaikin ya diam aturan mencekik leher ya diam sabar banget rakyat kepikiran hidupnya susah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," solusinya tetep beeeltee klo harga jenis bbm "
"Positif",0," pengemudi ojek online mengeluhkan harga bbm menyebut pertalite sulit pertamax harganya otomatis memangkas pendapatan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"kangen demonya rekam jejak mak ega nyanyipdip ancam hak angket sby menurunkan harga bbmpdip ancam turunkan rb pendemo kepung istana harga bbm sekarangsemua harga naikmereka memble "
"Negatif",-1," kangen demonya rekam jejak mak ega nyanyipdip ancam hak angket sby menurunkan harga bbmpdip ancam turunkan rb pendemo kepung istana harga bbm sekarangsemua harga naikmereka memble "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-6," harga bbm menyesuaikan isi kantong direksi pegawaibukan menyesuaikan isi kantong rakyat "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1," emg pertamina maksa penggunaan bbm jg emg dianjurkan sesuai dgn peruntukannya kalo pertyamax mesin jg bagus harga ya emg penyesuaian tau minyak dunia harga segitu aman coba liat shell tuh mahal dr pertamax"
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-4,"pemerintah indonesia resmi menaikan harga bahan bakar minyak bbm jenis pertamax april harga pertamax rp rp mengundang kekecewaan masyarakat indonesia jengkelin ahok vindes "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1,"alhamdulillah hargaharga barang harga bbm gaji pegawai pertamina terkerek "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"harga bbm komika kemal palevi kali bu mega mba puan nangis gak"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1," ooooo paham harga bbm "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0," dpr main setuju audit pertamina peningkatan effisiensi sibuk sponsor kirikanan kenaikan diikat dgn target effisiensi ahok ngomong gede doang kopas dpr setuju pertamina sesuaikan harga bbm nonsubsidi "
"Positif",0,"harga bbm perbandingan layanan spbu shell pertamina "
"Positif",0,"malu ledekin si bogel pake calsea bone aja harga pas produk good cm more info bbm ecc wa "
"Positif",0,"harga bbm netizen putri megawati rindu tangisanmu "
"Negatif",-1," sy bkn buzzer om jgnkan bbm air aja harga dr gaji jg jgn sok pintar bilank oon klo ga kliatan pintar tp ga sy masi tmpt karoke slama ramadan "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",1,"menteri bumn sinyal harga bbm pertamax harga pertamax dibanderol rp literharga pertamax seiring harga minyak dunia mengalami kenaikan"
"Positif",3,"menteri bumn harga bensinpertamaxnaik besok jumat april erick thohir krn pertamax bkn produk bbm yg disubsidi tp pemerintah subsidi pertalite "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
